paper_id,file_name,relative_path,category,file_type,file_size,content_hash,canonical_title,authors,year,venue,doi,arxiv_id,source_url,abstract_available,full_text_available,page_count,extraction_status,extraction_quality,duplicate_group,supersedes_or_superseded_by,processing_status,notes
A38056,38056_FRBAT-Conditionally-Visible-Physical-Backdoor-Attack-via-Fluorescence.pdf,Adversarial-ML-Attacks/38056_FRBAT-Conditionally-Visible-Physical-Backdoor-Attack-via-Fluorescence.pdf,Adversarial-ML-Attacks,pdf,2341875,3f0df0d504297f769d5120903b36121e4470ab3aef12c69343d709bed5f0303c,FRBAT: Conditionally-Visible Physical Backdoor Attack via Fluorescence,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38095,38095_MAGIC-Mastering-Physical-Adversarial-Generation-in-Context-Through-Collaborative-LLM-Agent.pdf,Adversarial-ML-Attacks/38095_MAGIC-Mastering-Physical-Adversarial-Generation-in-Context-Through-Collaborative-LLM-Agent.pdf,Adversarial-ML-Attacks,pdf,14216626,c7c8bd31dec086a33f7201977b9739b526ecfb3d91e722e9c737ede6ae2a427f,MAGIC: Mastering Physical Adversarial Generation in Context through Collaborative LLM Agents,,2026,AAAI-26,,,,True,True,10,ok,high,,,card-present,
A38121,38121_SRD-Reinforcement-Learned-Semantic-Perturbation-for-Backdoor-Defense-in-VLMs.pdf,Adversarial-ML-Attacks/38121_SRD-Reinforcement-Learned-Semantic-Perturbation-for-Backdoor-Defense-in-VLMs.pdf,Adversarial-ML-Attacks,pdf,4594067,76ad203db9135ebc38b041f5cca6351c6d3b945a3d69cec978989123a4b1b8c4,SRD: Reinforcement-Learned Semantic Perturbation for Backdoor Defense in VLMs,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38127,38127_Improving-the-Convergence-Rate-of-Ray-Search-Optimization-for-Query-Efficient-Hard-Label-A.pdf,Adversarial-ML-Attacks/38127_Improving-the-Convergence-Rate-of-Ray-Search-Optimization-for-Query-Efficient-Hard-Label-A.pdf,Adversarial-ML-Attacks,pdf,3903150,08b262f19f77ed48c7619d7fa6b6b4c9ad4be69455c1f9c4e26db81528c46a53,Improving the Convergence Rate of Ray Search Optimization for Query-Efficient Hard-Label Attacks,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38134,38134_Dual-View-Inference-Attack-Machine-Unlearning-Amplifies-Privacy-Exposure.pdf,Adversarial-ML-Attacks/38134_Dual-View-Inference-Attack-Machine-Unlearning-Amplifies-Privacy-Exposure.pdf,Adversarial-ML-Attacks,pdf,391190,479818a0bbfd23872f29b04c2fc102c27b60744fd4547c2918d99a7b55829f55,Dual-View Inference Attack: Machine Unlearning Amplifies Privacy Exposure,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38137,38137_Diff-NAT-Better-Naturalistic-and-Aggressive-Adversarial-Attacks-via-Class-Optimized-Diffus.pdf,Adversarial-ML-Attacks/38137_Diff-NAT-Better-Naturalistic-and-Aggressive-Adversarial-Attacks-via-Class-Optimized-Diffus.pdf,Adversarial-ML-Attacks,pdf,5004032,72a60fc2840a2a22458f3f9e0413f3c0be8b76c10d2cd5760357c674f205667c,Diff-NAT: Better Naturalistic and Aggressive Adversarial Attacks via Class-Optimized Diffusion for Object Detection,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38320,38320_Cheating-Stereo-Matching-in-Full-Scale-Physical-Adversarial-Attack-Against-Binocular-Depth.pdf,Adversarial-ML-Attacks/38320_Cheating-Stereo-Matching-in-Full-Scale-Physical-Adversarial-Attack-Against-Binocular-Depth.pdf,Adversarial-ML-Attacks,pdf,7286330,abb09e4fad6b82448aaf24c2dee0331b9b6b84a9fb40edcc02d0b050e18aa87b,Cheating Stereo Matching in Full-Scale: Physical Adversarial Attack Against Binocular Depth Estimation in Autonomous Driving,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38325,38325_ObjectAdv-Object-Level-Unrestricted-Adversarial-Attacks-via-Diffusion-Models.pdf,Adversarial-ML-Attacks/38325_ObjectAdv-Object-Level-Unrestricted-Adversarial-Attacks-via-Diffusion-Models.pdf,Adversarial-ML-Attacks,pdf,1804628,8f2d62b3dcf109fa7a1d3b41c7bdc6d370c61fdeef60a8d9e562274d02a26f42,ObjectAdv: Object-Level Unrestricted Adversarial Attacks via Diffusion Models,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38328,38328_Good-Gradients-Poison-Your-Model-Evading-Defenses-in-Federated-Learning-via-Boundary-adapt.pdf,Adversarial-ML-Attacks/38328_Good-Gradients-Poison-Your-Model-Evading-Defenses-in-Federated-Learning-via-Boundary-adapt.pdf,Adversarial-ML-Attacks,pdf,1341877,7e500b92e5dbaf2bcd70c86856258ab81f5954dc18f8a104b7260ab7103390fc,Good Gradients Poison Your Model: Evading Defenses in Federated Learning via Boundary-adaptive Perturbation,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38340,38340_Manipulating-the-Minds-Eye-A-SAGE-the-Attention-Based-Attack-on-ViT-Explainability.pdf,Adversarial-ML-Attacks/38340_Manipulating-the-Minds-Eye-A-SAGE-the-Attention-Based-Attack-on-ViT-Explainability.pdf,Adversarial-ML-Attacks,pdf,2614803,079a9e95f5e169e4fce46478b42dcd5ef9b627c233262e34e6a39c588d51f85c,"Manipulating the Mind's Eye: A-SAGE, the Attention-Based Attack on ViT Explainability",,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38345,38345_Universal-Adversarial-Purification-with-DDIM-Metric-Loss-for-Stable-Diffusion.pdf,Adversarial-ML-Attacks/38345_Universal-Adversarial-Purification-with-DDIM-Metric-Loss-for-Stable-Diffusion.pdf,Adversarial-ML-Attacks,pdf,8705189,b54bdf5f3896d76122d0bb494ba8889b502a3e89217287f86b257b2d7631e780,Universal Adversarial Purification with DDIM Metric Loss for Stable Diffusion,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38392,38392_Debiased-Dual-Invariant-Defense-for-Adversarially-Robust-Person-Re-Identification.pdf,Adversarial-ML-Attacks/38392_Debiased-Dual-Invariant-Defense-for-Adversarially-Robust-Person-Re-Identification.pdf,Adversarial-ML-Attacks,pdf,1612522,a5ec705af9c18279698e842ed23e4a36f175e2ca6e0a1f9daf242153b98afddd,Debiased Dual-Invariant Defense for Adversarially Robust Person Re-Identification,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38416,38416_Tuning-for-Two-Adversaries-Enhancing-the-Robustness-Against-Transfer-and-Query-Based-Attac.pdf,Adversarial-ML-Attacks/38416_Tuning-for-Two-Adversaries-Enhancing-the-Robustness-Against-Transfer-and-Query-Based-Attac.pdf,Adversarial-ML-Attacks,pdf,259931,54ac7de3f25c00a51c81937fee97792842a1806345bb3dac539d57ef5d512788,Tuning for Two Adversaries: Enhancing the Robustness Against Transfer and Query-Based Attacks using Hyperparameter Tuning,,2026,AAAI-26,,,,True,True,10,ok,high,,,card-present,
A38422,38422_Boosting-Adversarial-Transferability-via-Ensemble-Non-Attention.pdf,Adversarial-ML-Attacks/38422_Boosting-Adversarial-Transferability-via-Ensemble-Non-Attention.pdf,Adversarial-ML-Attacks,pdf,3102988,c4ef76117b8abf0802615b71f95233f7b4e6d498310d2511dfeb33321415a2b3,Boosting Adversarial Transferability via Ensemble Non-Attention,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38469,38469_VBF-Variational-Bayesian-Fusion-with-Context-Aware-Priors-and-Recommendation-Guided-Advers.pdf,Adversarial-ML-Attacks/38469_VBF-Variational-Bayesian-Fusion-with-Context-Aware-Priors-and-Recommendation-Guided-Advers.pdf,Adversarial-ML-Attacks,pdf,3700846,55d6fb0cbb15251a4348d3aa85225a3bc48542d1287de6a3450dfcdaca474fd3,VBF++: Variational Bayesian Fusion with Context-Aware Priors and Recommendation-Guided Adversarial Refinement for Multimodal Video Recommendation,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38489,38489_Multi-granularity-Intent-Modeling-with-Adversarial-Robustness-for-Sequential-Recommendatio.pdf,Adversarial-ML-Attacks/38489_Multi-granularity-Intent-Modeling-with-Adversarial-Robustness-for-Sequential-Recommendatio.pdf,Adversarial-ML-Attacks,pdf,1386125,d1be7d992c4c388e00c4b695efbd4d22b56b7e96a463a3a680430a9758710224,Multi-granularity Intent Modeling with Adversarial Robustness for Sequential Recommendation,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38515,38515_SSCL-Adversarially-Guided-Image-Compression-via-Semantic-and-Spectral-Consistency-Learning.pdf,Adversarial-ML-Attacks/38515_SSCL-Adversarially-Guided-Image-Compression-via-Semantic-and-Spectral-Consistency-Learning.pdf,Adversarial-ML-Attacks,pdf,1909332,2fe8e0b079a2cb070e7d2bdefe5f76740c3809704c123503613a0bd3accbcde3,SSCL: Adversarially Guided Image Compression via Semantic and Spectral Consistency Learning,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38576,38576_Privacy-Auditing-of-Multi-Domain-Graph-Pre-Trained-Model-Under-Membership-Inference-Attack.pdf,Adversarial-ML-Attacks/38576_Privacy-Auditing-of-Multi-Domain-Graph-Pre-Trained-Model-Under-Membership-Inference-Attack.pdf,Adversarial-ML-Attacks,pdf,590824,9adbbd3a0babe9b59f5a6b778853b9d0154684986ec99adec72e1e900ec7c11e,Privacy Auditing of Multi-Domain Graph Pre-Trained Model Under Membership Inference Attacks,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38659,38659_DRFGD-Disentangled-Representation-Focused-Generative-Defense-for-Attack-Tolerant-Cross-Mod.pdf,Adversarial-ML-Attacks/38659_DRFGD-Disentangled-Representation-Focused-Generative-Defense-for-Attack-Tolerant-Cross-Mod.pdf,Adversarial-ML-Attacks,pdf,491622,967ad905672e58752620e02bee2f08b4e656015f8980fd46ac6210d1b4d31785,DRFGD: Disentangled Representation-Focused Generative Defense for Attack-Tolerant Cross-Modal Hashing,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38722,38722_Optimally-Auditing-Adversarial-Agents.pdf,Adversarial-ML-Attacks/38722_Optimally-Auditing-Adversarial-Agents.pdf,Adversarial-ML-Attacks,pdf,2014454,38da2350630ef4ea43554d95492bce43e9d67b78e70f57918b1960c51deb0889,Optimally Auditing Adversarial Agents,,2026,AAAI-26,,,,True,True,8,ok,high,,,card-present,
A38730,38730_Optimal-Welfare-in-Noncooperative-Network-Formation-Under-Attack.pdf,Adversarial-ML-Attacks/38730_Optimal-Welfare-in-Noncooperative-Network-Formation-Under-Attack.pdf,Adversarial-ML-Attacks,pdf,172257,13f41e6cd420ccfc2e1960a10eea7f060f750a00a21e60ce27a6873f9b207767,Optimal Welfare in Noncooperative Network Formation Under Attack,,2026,AAAI-26,,,,True,True,8,ok,high,,,card-present,
A38761,38761_Security-Games-with-Layered-Defenses-Adaptive-Adversaries-and-Gittins-Indices.pdf,Adversarial-ML-Attacks/38761_Security-Games-with-Layered-Defenses-Adaptive-Adversaries-and-Gittins-Indices.pdf,Adversarial-ML-Attacks,pdf,164307,71cbb5a6f16841a8ee7a5953c285d4e4156c506828ec1aa6445526b0999c9f40,Security Games with Layered Defenses: Adaptive Adversaries and Gittins Indices,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38785,38785_Hide-and-Seek-with-LLMs-An-Adversarial-Game-for-Sneaky-Error-Generation-and-Self-Improving.pdf,Adversarial-ML-Attacks/38785_Hide-and-Seek-with-LLMs-An-Adversarial-Game-for-Sneaky-Error-Generation-and-Self-Improving.pdf,Adversarial-ML-Attacks,pdf,3328382,0f391c4d3d5aee0edd2d0010abd8da67b6e334ed87df4debba4d58da57f7b03f,Hide and Seek with LLMs: An Adversarial Game for Sneaky Error Generation and Self-Improving Diagnosis,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38853,38853_Reconstruction-Attack-Resistant-Inference-Paradigm-for-LLM-Cloud-Services.pdf,Adversarial-ML-Attacks/38853_Reconstruction-Attack-Resistant-Inference-Paradigm-for-LLM-Cloud-Services.pdf,Adversarial-ML-Attacks,pdf,1668733,7b69ff6050cd76758f10eb37ae5527633c36707585e358e7d805203d3089505d,Reconstruction Attack-Resistant Inference Paradigm for LLM Cloud Services,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A38949,38949_Keep-On-Going-Learning-Robust-Humanoid-Motion-Skills-via-Selective-Adversarial-Training.pdf,Adversarial-ML-Attacks/38949_Keep-On-Going-Learning-Robust-Humanoid-Motion-Skills-via-Selective-Adversarial-Training.pdf,Adversarial-ML-Attacks,pdf,6067262,cde83d3bfd2f952632704ada3f16c28a50eba0692a9d3caeb5377a82e579d4ea,Keep on Going: Learning Robust Humanoid Motion Skills via Selective Adversarial Training,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39085,39085_Edge-Self-Adversarial-Augmentation-Enhances-Graph-Contrastive-Learning-Against-Neighborhoo.pdf,Adversarial-ML-Attacks/39085_Edge-Self-Adversarial-Augmentation-Enhances-Graph-Contrastive-Learning-Against-Neighborhoo.pdf,Adversarial-ML-Attacks,pdf,2027694,380f42c10279c31f6ff17ba4832c251a1cf09e427ae8b20507920e5c85eccce9,Edge Self-Adversarial Augmentation Enhances Graph Contrastive Learning Against Neighborhood Inconsistency,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39276,39276_Rethinking-Membership-Inference-Attacks-for-CLIP.pdf,Adversarial-ML-Attacks/39276_Rethinking-Membership-Inference-Attacks-for-CLIP.pdf,Adversarial-ML-Attacks,pdf,3975253,843371d831ea69e25a688e02e69abe652afa32f0b46ffd473721e3b741a4e7ad,Rethinking Membership Inference Attacks for CLIP,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39290,39290_Poisoning-with-a-Pill-Circumventing-Detection-in-Federated-Learning.pdf,Adversarial-ML-Attacks/39290_Poisoning-with-a-Pill-Circumventing-Detection-in-Federated-Learning.pdf,Adversarial-ML-Attacks,pdf,996229,ffd00c0b3f0b7b7b708ee14784c9c083e34b6fec9b4fdcaa3dd8d6c36d599789,Poisoning with A Pill: Circumventing Detection in Federated Learning,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39301,39301_On-Robustness-of-Linear-Classifiers-to-Targeted-Data-Poisoning.pdf,Adversarial-ML-Attacks/39301_On-Robustness-of-Linear-Classifiers-to-Targeted-Data-Poisoning.pdf,Adversarial-ML-Attacks,pdf,217140,4cd2cc31f572f01df76b602c848161eb7a6c6a69d70912b741b7c3c713344691,On Robustness of Linear Classifiers to Targeted Data Poisoning,,2026,AAAI-26,10.5281/zenodo.17627646,,,True,True,9,ok,high,,,card-present,
A39318,39318_Deferred-Poisoning-Making-the-Model-More-Vulnerable-via-Hessian-Singularization.pdf,Adversarial-ML-Attacks/39318_Deferred-Poisoning-Making-the-Model-More-Vulnerable-via-Hessian-Singularization.pdf,Adversarial-ML-Attacks,pdf,4700373,e6da77ce393b0a94918cb453323de7ba93cdf72f0ab383f9c2ebf838ec224a1e,Deferred Poisoning: Making the Model More Vulnerable via Hessian Singularization,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39336,39336_Look-Closer-An-Adversarial-Parametric-Editing-Framework-for-Hallucination-Mitigation-in-VL.pdf,Adversarial-ML-Attacks/39336_Look-Closer-An-Adversarial-Parametric-Editing-Framework-for-Hallucination-Mitigation-in-VL.pdf,Adversarial-ML-Attacks,pdf,5200520,467051400a508a7c07f84686aff5f6d8d0d041955d3bec4b0ce002db0701b254,Look Closer! An Adversarial Parametric Editing Framework for Hallucination Mitigation in VLMs,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39382,39382_PrAda-GAN-A-Private-Adaptive-Generative-Adversarial-Network-with-Bayes-Network-Structure.pdf,Adversarial-ML-Attacks/39382_PrAda-GAN-A-Private-Adaptive-Generative-Adversarial-Network-with-Bayes-Network-Structure.pdf,Adversarial-ML-Attacks,pdf,920593,b152c1e28b75a8d5ed8915e2954d901d4172c434fcc9dedc512dc46180ff4d5a,PrAda-GAN: A Private Adaptive Generative Adversarial Network with Bayes Network Structure,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39428,39428_Exploiting-Missing-Data-Remediation-Strategies-Using-Adversarial-Missingness-Attacks.pdf,Adversarial-ML-Attacks/39428_Exploiting-Missing-Data-Remediation-Strategies-Using-Adversarial-Missingness-Attacks.pdf,Adversarial-ML-Attacks,pdf,668966,780d8b60e72e245a998d1c7ff1ce8b284bf658b580d8a1835467a2fadd192771,Exploiting Missing Data Remediation Strategies Using Adversarial Missingness Attacks,,2026,AAAI-26,,,,True,True,8,ok,high,,,card-present,
A39438,39438_Adversarial-Perturbation-Shield-Preventing-Concept-Bleed-through-in-Continual-Learning-of.pdf,Adversarial-ML-Attacks/39438_Adversarial-Perturbation-Shield-Preventing-Concept-Bleed-through-in-Continual-Learning-of.pdf,Adversarial-ML-Attacks,pdf,7650675,ad21be458d11bc450f24c614015ff2c6056888d0f3f9961aedf37bc32466fbf6,Adversarial Perturbation Shield: Preventing Concept Bleed-through in Continual Learning of Personalized Generative Models,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39449,39449_Membership-Inference-Attack-Against-Large-Language-Model-Based-Recommendation-Systems-A-Ne.pdf,Adversarial-ML-Attacks/39449_Membership-Inference-Attack-Against-Large-Language-Model-Based-Recommendation-Systems-A-Ne.pdf,Adversarial-ML-Attacks,pdf,4280888,d6d85db12df5bf1e1e6c9489beb89a5d66b2000e4ada0a8bfe1db1462868898f,Membership Inference Attack Against Large Language Model-Based Recommendation Systems: A New Distillation-Based Paradigm,,2026,AAAI-26,,,,True,True,10,ok,high,,,card-present,
A39480,39480_Dormant-Backdoor-Weaponizing-Model-Finetuning-for-Feasible-Backdoor-Attacks-Against-Pretra.pdf,Adversarial-ML-Attacks/39480_Dormant-Backdoor-Weaponizing-Model-Finetuning-for-Feasible-Backdoor-Attacks-Against-Pretra.pdf,Adversarial-ML-Attacks,pdf,11491672,065d41b939e5ed23d5202d4b6203f4af75e5e9573ef12fd47ccc3a9b5554ac07,Dormant Backdoor: Weaponizing Model Finetuning for Feasible Backdoor Attacks against Pretrained Models,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39500,39500_FedAU2-Attribute-Unlearning-for-User-Level-Federated-Recommender-Systems-with-Adaptive-and.pdf,Adversarial-ML-Attacks/39500_FedAU2-Attribute-Unlearning-for-User-Level-Federated-Recommender-Systems-with-Adaptive-and.pdf,Adversarial-ML-Attacks,pdf,480762,d3d0888365e2d5b0f4987815798e571f25950a1f944b0ba246b9f17c62726656,FedAU2: Attribute Unlearning for User-Level Federated Recommender Systems with Adaptive and Robust Adversarial Training,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39560,39560_High-Dimensional-Distributed-Gradient-Descent-with-Arbitrary-Number-of-Byzantine-Attackers.pdf,Adversarial-ML-Attacks/39560_High-Dimensional-Distributed-Gradient-Descent-with-Arbitrary-Number-of-Byzantine-Attackers.pdf,Adversarial-ML-Attacks,pdf,2753968,cb8887fb964eca36f791d67f9ddbf0f784d6f5bd38b483aab3c0a6ae85de36d5,High Dimensional Distributed Gradient Descent with Arbitrary Number of Byzantine Attackers,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39577,39577_Beyond-Immediate-Activation-Temporally-Decoupled-Backdoor-Attacks-on-Time-Series-Forecasti.pdf,Adversarial-ML-Attacks/39577_Beyond-Immediate-Activation-Temporally-Decoupled-Backdoor-Attacks-on-Time-Series-Forecasti.pdf,Adversarial-ML-Attacks,pdf,663233,54cbcbe3a901dc542fdbfe565c6f8f24bfeb048eeec3773faf279caf6ef9215f,Beyond Immediate Activation: Temporally Decoupled Backdoor Attacks on Time Series Forecasting,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39593,39593_Towards-Effective-Stealthy-and-Persistent-Backdoor-Attacks-Targeting-Graph-Foundation-Mode.pdf,Adversarial-ML-Attacks/39593_Towards-Effective-Stealthy-and-Persistent-Backdoor-Attacks-Targeting-Graph-Foundation-Mode.pdf,Adversarial-ML-Attacks,pdf,717898,4be06bb906a85943d8696f2fd1b5a7df764beb2228f3fe2966750d4a29329f4c,"Towards Effective, Stealthy, and Persistent Backdoor Attacks Targeting Graph Foundation Models",,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39603,39603_TIMA-Text-Image-Mutual-Awareness-for-Balancing-Zero-Shot-Adversarial-Robustness-and-Genera.pdf,Adversarial-ML-Attacks/39603_TIMA-Text-Image-Mutual-Awareness-for-Balancing-Zero-Shot-Adversarial-Robustness-and-Genera.pdf,Adversarial-ML-Attacks,pdf,7975246,cfae5254ef4d92b8b5201f4152363625a4552da47ea830ba7c43b0ad5bca786f,TIMA: Text-Image Mutual Awareness for Balancing Zero-Shot Adversarial Robustness and Generalization Ability,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39604,39604_GraphTextack-A-Realistic-Black-Box-Node-Injection-Attack-on-LLM-Enhanced-GNNs.pdf,Adversarial-ML-Attacks/39604_GraphTextack-A-Realistic-Black-Box-Node-Injection-Attack-on-LLM-Enhanced-GNNs.pdf,Adversarial-ML-Attacks,pdf,220640,aafccaaffbb3f2aed07986ec49a96b2cd1ebcb00f8567839a7794f6b3633f56b,GraphTextAck: A Realistic Black-Box Node Injection Attack on LLM-Enhanced GNNs,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39668,39668_Surrogate-as-Teacher-Distillation-Guided-Graph-Poisoning-Attack.pdf,Adversarial-ML-Attacks/39668_Surrogate-as-Teacher-Distillation-Guided-Graph-Poisoning-Attack.pdf,Adversarial-ML-Attacks,pdf,419027,de55a7e4d26fa5e7ebc846fde2d951d586e8347fce72c26e51fb8e8de7788693,Surrogate as Teacher: Distillation-Guided Graph Poisoning Attack,,2026,AAAI-26,,,,True,True,8,ok,high,,,card-present,
A39725,39725_Retaliatory-Attacks-Against-Federated-Unlearning-via-Data-Leakage.pdf,Adversarial-ML-Attacks/39725_Retaliatory-Attacks-Against-Federated-Unlearning-via-Data-Leakage.pdf,Adversarial-ML-Attacks,pdf,5530666,ae937cc332a38c3c321338cc33dc26a5b7e4287bd036a38b240cb83b3fd3a5df,Retaliatory Attacks Against Federated Unlearning via Data Leakage,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39747,39747_Injection-Attack-and-Erasure-Revocable-Backdoor-Attacks-via-Machine-Unlearning.pdf,Adversarial-ML-Attacks/39747_Injection-Attack-and-Erasure-Revocable-Backdoor-Attacks-via-Machine-Unlearning.pdf,Adversarial-ML-Attacks,pdf,394630,7bcb5eb4abc0534b3cabe7935a7a21db6b2ce5f7810b1cd7a33aa362bb35f6cf,"Injection, Attack and Erasure: Revocable Backdoor Attacks via Machine Unlearning",,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39752,39752_Privacy-on-the-Fly-A-Predictive-Adversarial-Transformation-Network-for-Mobile-Sensor-Data.pdf,Adversarial-ML-Attacks/39752_Privacy-on-the-Fly-A-Predictive-Adversarial-Transformation-Network-for-Mobile-Sensor-Data.pdf,Adversarial-ML-Attacks,pdf,1915825,0f5a3e979afa2e37db36222954ec15e54098b539c4f3c743fbc68cd57047eb71,Privacy on the Fly: A Predictive Adversarial Transformation Network for Mobile Sensor Data,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39778,39778_DoBlock-Blocking-Malicious-Association-Propagation-for-Backdoor-Robust-Federated-Learning.pdf,Adversarial-ML-Attacks/39778_DoBlock-Blocking-Malicious-Association-Propagation-for-Backdoor-Robust-Federated-Learning.pdf,Adversarial-ML-Attacks,pdf,2798465,93c8600bca579023d129b056891fe82b6d1b46ad3f26b44e31acb7c322eaec1b,DoBlock: Blocking Malicious Association Propagation for Backdoor-Robust Federated Learning Under Domain Skew,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39803,39803_Guided-Perturbation-Sensitivity-GPS-Detecting-Adversarial-Text-via-Embedding-Stability-and.pdf,Adversarial-ML-Attacks/39803_Guided-Perturbation-Sensitivity-GPS-Detecting-Adversarial-Text-via-Embedding-Stability-and.pdf,Adversarial-ML-Attacks,pdf,1020471,0ad60a11a8200e9b548e12cd034d66f4ece72b9e705066883c5a6d1b6df0e248,Guided Perturbation Sensitivity (GPS): Detecting Adversarial Text via Embedding Stability and Word Importance,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39809,39809_Beyond-Training-time-Poisoning-Component-level-and-Post-training-Backdoors-in-Deep-Reinfor.pdf,Adversarial-ML-Attacks/39809_Beyond-Training-time-Poisoning-Component-level-and-Post-training-Backdoors-in-Deep-Reinfor.pdf,Adversarial-ML-Attacks,pdf,269295,23da3ca7b401c36489d9764d62f1527949afe8676a44f04e43e809685e04978f,Beyond Training-time Poisoning: Component-level and Post-training Backdoors in Deep Reinforcement Learning,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39935,39935_Breaking-the-Stealth-Potency-Trade-off-in-Clean-Image-Backdoors-with-Generative-Trigger-Op.pdf,Adversarial-ML-Attacks/39935_Breaking-the-Stealth-Potency-Trade-off-in-Clean-Image-Backdoors-with-Generative-Trigger-Op.pdf,Adversarial-ML-Attacks,pdf,2097222,d3a35053bc310646045f0dfde34733cc22431de87cb0403b6f074ac054518142,Breaking the Stealth-Potency Trade-off in Clean-Image Backdoors with Generative Trigger Optimization,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39954,39954_AT-Field-Rethinking-the-Games-in-Adversarial-Training.pdf,Adversarial-ML-Attacks/39954_AT-Field-Rethinking-the-Games-in-Adversarial-Training.pdf,Adversarial-ML-Attacks,pdf,1200669,4e7d251ef792756fe812bd934e351fd0243d94c5e18a6cd508ead9226581c24e,AT-Field: Rethinking the Games in Adversarial Training,,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
A39997,39997_Yours-or-Mine-Overwriting-Attacks-Against-Neural-Audio-Watermarking.pdf,Adversarial-ML-Attacks/39997_Yours-or-Mine-Overwriting-Attacks-Against-Neural-Audio-Watermarking.pdf,Adversarial-ML-Attacks,pdf,642375,e07bc51fe698f37ff9af62f361748dc4b43f9cc46ea191136bc578447a9f8ede,Yours or Mine? Overwriting Attacks Against Neural Audio Watermarking,,2026,AAAI-26,,,,True,True,8,ok,high,,,card-present,
A40051,40051_MultiKD-Backdoor-Defense-in-Federated-Graph-Learning-via-Attention-Guided-Multi-Teacher-Di.pdf,Adversarial-ML-Attacks/40051_MultiKD-Backdoor-Defense-in-Federated-Graph-Learning-via-Attention-Guided-Multi-Teacher-Di.pdf,Adversarial-ML-Attacks,pdf,264685,16cd661f1390ba14a81520bd8a1983743748abaa424500998181e64b4a53747f,MULTIKD: Backdoor Defense in Federated Graph Learning via Attention-Guided Multi-Teacher Distillation,,2026,AAAI-26,,,,True,True,8,ok,high,,,card-present,
A40054,40054_Vulnerability-Aware-Robust-Multimodal-Adversarial-Training.pdf,Adversarial-ML-Attacks/40054_Vulnerability-Aware-Robust-Multimodal-Adversarial-Training.pdf,Adversarial-ML-Attacks,pdf,794944,d68e72103bccd414c6f05f5c7f6f564b5a90180a29fe7756d78582cbb18fcef3,Vulnerability-Aware Robust Multimodal Adversarial Training (VARMAT),,2026,AAAI-26,,,,True,True,9,ok,high,,,card-present,
